,LAT,LON,LICZB_LOKALI_MIESZKALNYCH,LICZBA_GOSPODARSTW,POPULACJA,POPULACJA_20_44
11992,51.120383,16.975961,10,10,25,11
11993,51.093596,16.991792,1,1,6,2
11994,51.136193,16.887487,1,0,0,0
11995,51.154568,16.881647,1,1,3,1
11996,51.133247,16.893082,1,1,3,2
11997,51.081927,16.967188,2,2,2,1
11998,51.141221,16.964828,44,42,104,36
11999,51.139643,16.963841,34,30,63,18
12000,51.08914,16.990073,2,2,6,2
12001,51.127082,16.970463,8,8,25,8
12002,51.144654,16.955877,1,1,4,0
12003,51.136535,16.979981,2,2,5,0
12004,51.120777,16.958326,1,1,5,0
12005,51.111797,16.967706,1,1,1,0
12006,51.15042,16.941687,1,1,1,0
12007,51.09454,17.008655,15,14,23,16
12008,51.119833,16.980818,1,1,4,1
12009,51.120894,16.924316,1,1,5,0
12010,51.159293,16.91253,1,1,4,2
12011,51.163244,16.898103,8,4,10,5
12012,51.137322,16.973848,8,8,16,5
12013,51.158774,16.902753,2,1,5,2
12014,51.156235,16.911289,1,1,3,1
12015,51.13386,16.956439,6,6,11,11
12016,51.098553,17.000496,15,14,25,9
12017,51.09137,16.976065,45,42,88,29
12018,51.137161,16.919174,1,2,3,1
12019,51.108586,16.929162,1,1,6,1
12020,51.096809,17.003231,1,1,1,1
12021,51.180294,16.888303,2,1,6,2
12022,51.090857,16.991902,14,12,29,13
12023,51.088657,17.005384,15,11,21,6
12024,51.08238,16.964125,2,1,2,1
12025,51.084751,16.987206,1,1,3,1
12026,51.1229,16.9531,10,8,22,11
12027,51.121497,16.956891,1,1,3,1
12028,51.106539,16.961635,1,1,3,1
12029,51.106937,16.967627,1,1,2,0
12030,51.105262,16.968587,5,5,13,3
12031,51.126709,16.973916,35,31,73,27
12032,51.15918,16.894517,1,1,4,1
12033,51.123969,16.963764,12,12,25,5
12034,51.143628,16.965987,12,13,32,9
12035,51.143165,16.967103,1,1,1,1
12036,51.120696,16.863011,4,2,6,4
12037,51.120553,16.860595,1,0,0,0
12038,51.132837,16.89424,1,1,5,0
12039,51.121198,16.87424,1,1,1,1
12040,51.155294,16.888292,2,1,7,2
12041,51.152143,16.882522,1,0,0,0
12042,51.120803,16.872676,1,1,6,2
12043,51.083329,16.966163,1,1,4,0
12044,51.074505,16.968647,1,0,0,0
12045,51.131762,16.8963,1,1,2,0
12046,51.17395,16.914255,1,2,6,2
12047,51.140178,16.870498,2,2,6,3
12048,51.138529,16.887458,1,1,3,0
12049,51.141911,16.854179,1,1,5,2
12050,51.121967,16.947336,1,1,3,1
12051,51.143433,16.882257,1,1,6,1
12052,51.122146,16.863501,1,1,6,3
12053,51.122417,16.864036,1,0,0,0
12054,51.159759,16.929887,4,3,4,2
12055,51.150844,16.857458,6,6,17,5
12056,51.093752,17.00843,15,15,25,9
12057,51.095378,16.941744,1,1,3,1
12058,51.094694,16.940547,13,10,24,10
12059,51.120975,16.981258,1,1,1,0
12060,51.120246,16.980696,1,1,4,1
12061,51.083455,16.990266,1,1,2,1
12062,51.083079,16.990174,1,0,0,0
12063,51.129557,16.963174,10,11,29,14
12064,51.145087,16.887804,1,1,1,1
12065,51.1242,16.983782,10,9,19,4
12066,51.142425,16.92155,1,1,4,1
12067,51.136886,16.885038,1,1,2,1
12068,51.160519,16.923054,1,1,3,1
12069,51.099274,17.011033,49,45,93,34
12070,51.126683,16.94922,8,8,17,4
12071,51.092125,16.994274,1,1,5,2
12072,51.073798,16.972184,1,1,4,2
12073,51.137893,16.896992,1,1,5,0
12074,51.148658,16.857161,1,0,0,0
12075,51.165798,16.884054,3,1,6,1
12076,51.146667,16.9473,13,12,30,10
12077,51.099644,16.940937,1,1,2,1
12078,51.102892,16.944637,15,15,32,9
12079,51.08622,16.998172,1,1,3,2
12080,51.152828,16.856366,3,3,8,3
12081,51.070853,16.96873,1,1,5,2
12082,51.150122,16.939346,1,1,4,1
12083,51.125159,16.979159,33,31,82,40
12084,51.121324,16.975438,15,14,27,5
12085,51.085193,17.052962,1,1,1,0
12086,51.061312,17.042893,11,8,17,9
12087,51.065078,17.077491,15,14,33,15
12088,51.08622,17.057942,18,9,24,10
12089,51.139582,17.043837,1,1,2,0
12090,51.135341,17.082948,1,1,4,1
12091,51.138949,17.021448,9,9,29,7
12092,51.140227,17.021755,10,7,18,5
12093,51.140356,17.021589,10,9,17,5
12094,51.132597,17.099623,8,9,21,7
12095,51.137497,17.073445,8,6,7,4
12096,51.141669,17.036816,5,5,8,1
12097,51.140135,17.025052,10,8,19,7
12098,51.143169,17.051016,10,5,8,2
12099,51.140793,17.061501,3,2,9,1
12100,51.196551,16.974624,1,1,5,3
12101,51.133021,17.133871,2,2,5,3
12102,51.131175,17.104365,1,1,1,1
12103,51.153145,17.066175,1,1,4,0
12104,51.138442,17.125869,1,1,3,0
12105,51.15224,17.073315,1,1,4,0
12106,51.14224,17.122062,3,2,4,1
12107,51.1399,17.133392,1,1,1,0
12108,51.157249,17.132013,9,9,21,11
12109,51.143398,16.99537,3,2,4,2
12110,51.16468,17.10206,1,1,5,3
12111,51.13778,17.020665,1,1,1,0
12112,51.134282,17.027658,2,2,9,3
12113,51.146989,17.042771,1,1,4,1
12114,51.177592,17.014792,1,2,95,7
12115,51.139979,17.055007,1,1,4,0
12116,51.138185,17.053699,2,2,9,3
12117,51.1347,17.0784,1,1,4,0
12118,51.145,17.136943,23,22,62,19
12119,51.135605,17.061086,1,1,3,2
12120,51.141882,17.040677,1,1,1,0
12121,51.140159,17.04103,2,1,2,1
12122,51.153133,17.120299,1,1,1,1
12123,51.15595,17.122887,1,1,7,1
12124,51.15171,17.041045,1,1,3,1
12125,51.130576,17.11166,1,1,5,2
12126,51.136457,17.097651,9,7,21,10
12127,51.133241,17.106179,1,1,4,2
12128,51.140421,17.056402,1,1,1,0
12129,51.138959,17.057486,1,1,2,0
12130,51.162996,17.108699,1,1,3,0
12131,51.177082,17.017315,1,2,5,1
12132,51.132746,17.082607,1,0,0,0
12133,51.147922,16.988093,9,9,19,4
12134,51.143329,17.134124,23,23,52,16
12135,51.13794,17.017823,1,1,3,0
12136,51.141227,17.130548,1,1,9,2
12137,51.133846,17.083983,1,1,7,3
12138,51.112,17.1383,1,1,3,0
12139,51.111749,17.136938,1,1,2,0
12140,51.15241,17.040211,1,0,0,0
12141,51.116428,17.126618,1,1,1,0
12142,51.11741,17.125417,2,2,7,2
12143,51.141494,17.038961,5,4,9,5
12144,51.111124,17.137778,1,1,7,2
12145,51.130282,17.10668,1,1,5,3
12146,51.130911,17.10567,1,1,5,2
12147,51.141555,17.02436,7,8,19,8
12148,51.137465,17.031286,22,22,45,10
12149,51.098786,17.155522,1,1,1,0
12150,51.163869,17.133735,1,1,6,2
12151,51.157343,17.128174,1,1,2,0
12152,51.14404,16.989801,1,1,3,0
12153,51.134077,17.019601,1,1,1,0
12154,51.165927,17.108942,1,1,4,2
12155,51.168442,17.112583,1,1,2,0
12156,51.176804,16.991718,1,1,2,0
12157,51.148999,17.109297,3,1,1,1
12158,51.164477,17.037828,1,0,0,0
12159,51.142952,17.08291,15,15,30,8
12160,51.134443,17.055941,3,2,7,1
12161,51.167224,17.103168,1,1,5,2
12162,51.164027,17.111042,1,1,3,1
12163,51.140449,17.061169,1,1,4,2
12164,51.139446,17.091075,1,1,6,1
12165,51.141039,17.0382,4,5,12,4
12166,51.169659,17.11006,1,1,4,1
12167,51.170489,17.007469,1,1,3,2
12168,51.172279,17.006008,1,1,1,0
12169,51.128221,17.034425,18,15,32,8
12170,51.157533,17.125776,1,1,1,0
12171,51.150457,17.076065,1,2,4,2
12172,51.167723,17.10868,1,1,2,1
12173,51.162115,17.126787,2,1,1,0
12174,51.101463,17.15796,2,1,1,0
12175,51.172426,17.023793,1,1,7,2
12176,51.1327,17.103,1,1,3,1
12177,51.142191,17.044884,2,2,5,2
12178,51.16775,16.963023,1,1,5,2
12179,51.10468,17.15096,1,1,4,1
12180,51.106606,17.140866,1,1,5,2
12181,51.113904,17.143875,3,3,9,4
12182,51.107642,17.142179,2,2,6,3
12183,51.161657,17.125768,10,8,15,5
12184,51.12734,17.032829,6,6,15,6
12185,51.16835,17.10677,1,1,4,2
12186,51.154934,17.122012,1,1,3,1
12187,51.148281,17.042001,8,8,25,9
12188,51.154811,17.04192,8,9,24,10
12189,51.130084,17.034274,8,7,14,6
12190,51.105296,17.163131,1,1,4,2
12191,51.127314,17.056341,8,3,5,3
12192,51.099449,17.113958,1,1,3,1
12193,51.114866,17.054207,33,31,54,10
12194,51.099176,17.115065,1,1,1,0
12195,51.117436,17.081433,1,1,5,3
12196,51.119932,17.083181,1,1,6,3
12197,51.1088,17.0669,17,14,28,4
12198,51.124138,17.079793,1,0,0,0
12199,51.106243,17.109274,5,4,13,7
12200,51.11682,17.03312,19,18,36,14
12201,51.119877,17.090032,2,1,4,2
12202,51.110854,17.097888,2,1,2,0
12203,51.115767,17.055321,19,18,40,9
12204,51.113159,17.064483,1,0,0,0
12205,51.105225,17.105418,1,1,3,1
12206,51.11491,17.040576,1,2,45,8
12207,51.127092,17.058672,8,8,15,8
12208,51.122791,17.044424,13,13,36,9
12209,51.126896,17.048789,15,15,30,11
12210,51.121421,17.08732,2,0,0,0
12211,51.118874,17.040296,9,1,1,0
12212,51.122811,17.046085,21,19,45,14
12213,51.12435,17.038527,12,11,26,12
12214,51.124677,17.055672,6,6,14,8
12215,51.114273,17.05527,4,4,21,11
12216,51.100004,17.102691,2,2,3,0
12217,51.103514,17.108245,1,1,2,1
12218,51.111617,17.10676,1,2,4,0
12219,51.114885,17.06206,9,8,16,8
12220,51.126524,17.079052,1,1,1,0
12221,51.121357,17.03765,14,15,39,14
12222,51.109353,17.062218,11,8,19,2
12223,51.119254,17.058504,6,3,5,0
12224,51.121023,17.044858,27,25,42,27
12225,51.099303,17.100755,2,1,1,0
12226,51.122265,17.055214,9,9,19,8
12227,51.10041,17.107799,1,1,3,0
12228,51.110118,17.073245,1,1,3,0
12229,51.109392,17.106278,5,5,10,2
12230,51.117387,17.06199,13,13,24,12
12231,51.121456,17.031062,18,16,38,12
12232,51.119223,17.052768,15,14,31,12
12233,51.119877,17.046607,25,24,51,16
12234,51.118731,17.047886,6,8,22,6
12235,51.120146,17.060707,14,16,33,8
12236,51.1048,17.0994,2,1,2,0
12237,51.104675,17.101532,1,2,2,0
12238,51.118815,17.052178,17,15,29,15
12239,51.117237,17.04246,18,14,27,5
12240,51.108623,17.104538,1,1,1,1
12241,51.109972,17.093655,2,2,7,3
12242,51.123437,17.040616,14,12,33,10
12243,51.110992,17.110192,1,1,5,2
12244,51.104263,17.104207,5,3,4,2
12245,51.125532,17.027435,9,7,17,9
12246,51.103525,17.105199,1,1,4,2
12247,51.122162,17.028712,22,22,53,17
12248,51.122935,17.028544,11,10,25,14
12249,51.112595,17.10139,1,0,0,0
12250,51.120675,17.085425,2,1,6,3
12251,51.126811,17.07421,1,1,2,0
12252,51.105698,17.08591,1,1,4,3
12253,51.099263,17.08647,2,1,4,1
12254,51.123367,17.089021,1,1,5,1
12255,51.104048,17.087192,2,1,1,0
12256,51.114555,17.051085,65,59,94,12
12257,51.125055,17.050417,20,18,40,20
12258,51.116047,17.069094,22,20,36,19
12259,51.14832,16.942795,1,1,2,1
12260,51.148975,16.893476,2,2,9,1
12261,51.142607,16.937775,1,1,7,4
12262,51.115499,16.959316,9,5,12,6
12263,51.115556,16.957837,4,1,2,2
12264,51.123012,16.917125,8,7,11,2
12265,51.085169,16.983019,1,1,1,0
12266,51.098561,16.956926,3,1,5,1
12267,51.154481,16.931721,1,1,5,2
12268,51.151405,16.938124,1,1,9,3
12269,51.099322,17.007792,20,20,43,16
12270,51.146326,16.895651,1,1,2,0
